,Name,Marriage Dates,First Marriage Date,Divorce Dates,Marriage Lengths,Average Marriage Lengths
595,Gaspar Noé,[],,[],[],
596,Gaspard II de Coligny,[],,[],[],
597,"Gaston, Count of Eu",[],,[],[],
598,"Gaston, Count of Marsan",[],,[],[],
599,"Gaston, Duke of Orléans",[],,[],[],
600,"Gaston, Prince of Viana",[],,[],[],
601,Gaston Caperton,[],,[],[],
602,Gaston Flosse,[],,[],[],
603,"Gaston IV, Count of Foix",[],,[],[],
604,"Gaston de Foix, Count of Candale",[],,[],[],
605,Gauhar Jamil,[],,[],[],
606,Gauri Khan,[],,[],[],
607,Gauri Pradhan Tejwani,[],,[],[],
608,Gauri Shinde,[],,[],[],
609,Gauriram Gupta,[],,[],[],
610,Gautam Singhania,[],,[],[],
611,Gautami Kapoor,[],,[],[],
612,"Gavin Astor, 2nd Baron Astor of Hever",[],,[],[],
613,Gavin Duffy (businessman),[],,[],[],
614,Gavin Esler,[],,[],[],
615,Gavin Grant (editor),[],,[],[],
616,Gavin Newsom,"[2001, 2008]",2001.0,[2005],[4],4.0
617,Gavin O'Reilly,[],,[],[],
618,Gavyn Davies,[],,[],[],
619,Gawn Grainger,[],,[],[],
620,Gay Blackstone,[],,[],[],
621,Gay Talese,[],,[],[],
622,Gayatri (actress),[1987],1987.0,[],[],
623,Gayesha Perera,[],,[],[],
624,Gayle Conelly Manchin,[],,[],[],
625,Gayle Cook,[],,[],[],
626,Gayle Hunnicutt,"[1968, 1978]",1968.0,[],[],
627,Gayle Manning,[],,[],[],
628,Gayle Wilson,[],,[],[],
629,Gbenga Bareehu Ashafa,[],,[],[],
630,Gbenga Oyebode,[],,[],[],
631,Ge Tian,[2014],2014.0,[2015],[1],1.0
632,Gearóid Mac Eoin,[],,[],[],
633,Geena Davis,"[1982, 1987, 1993, 2001]",1982.0,"[1983, 1990, 1998]","[1, 3, 5]",3.0
634,Geeta Basra,[2015],2015.0,[],[],
635,Geetu Mohandas,[],,[],[],
636,Geills Turner,[1963],1963.0,[],[],
637,Gelena Velikanova,[],,[],[],
638,Gelli de Belen,[],,[],[],
639,Gemini Ganesan,[],,[],[],
640,Gemma Craven,[],,[],[],
641,Gemma Cuervo,[],,[],[],
642,Gemma Jackson,[],,[],[],
643,Gemma Teller Morrow,[],,[],[],
644,Gena Lee Nolin,[],,[],[],
645,Gena Rowlands,[],,[],[],
646,Genc Pollo,[],,[],[],
647,Gene Gabriel,[2005],2005.0,[],[],
648,Gene Gauntier,[],,[],[],
649,Gene Kelly,"[1941, 1960, 1990]",1941.0,[1957],[16],16.0
650,Gene Lockhart,[],,[],[],
651,Gene Markey,[],,[],[],
652,Gene Persson,[],,[],[],
653,Gene Raymond,[],,[],[],
654,Gene Roddenberry,[],,[],[],
655,Gene Saks,[],,[],[],
656,Gene Tierney,"[1941, 1960]",1941.0,[1952],[11],11.0
657,Gene Wilder,"[1960, 1967, 1984, 1991]",1960.0,"[1965, 1974]","[5, 7]",6.0
658,Genelia D'Souza,[2012],2012.0,[],[],
659,General Tom Thumb,[],,[],[],
660,Genevieve Cortese,[],,[],[],
661,Genevieve Naylor,[],,[],[],
662,Genevieve Tobin,[],,[],[],
663,Geneviève Bujold,[1967],1967.0,[],[],
664,Geneviève Waïte,[1972],1972.0,[1985],[13],13.0
665,Genghis Khan,[],,[],[],
666,Genie Francis,[1988],1988.0,[],[],
667,Gennady Shpalikov,[],,[],[],
668,Geoff Morrell (actor),[],,[],[],
669,Geoff Pierson,[],,[],[],
670,Geoff Ramsey,[],,[],[],
671,Geoff Regan,[1993],1993.0,[],[],
672,Geoff Webster,[],,[],[],
673,Geoffrey Arend,[2009],2009.0,[],[],
674,Geoffrey Beevers,[],,[],[],
675,Geoffrey Brock,[],,[],[],
676,Geoffrey Chaucer,[],,[],[],
677,Geoffrey Durham,"[1980, 2014]",1980.0,[2002],[22],22.0
678,Geoffrey Edmund Cator,[],,[],[],
679,"Geoffrey Fitz Peter, 1st Earl of Essex",[],,[],[],
680,Geoffrey Holder,[],,[],[],
681,Geoffrey Howe,[],,[],[],
682,"Geoffrey I, Count of Anjou",[],,[],[],
683,"Geoffrey I, Duke of Brittany",[],,[],[],
684,"Geoffrey II, Duke of Brittany",[],,[],[],
685,Geoffrey Kerr,[],,[],[],
686,Geoffrey Mander,[],,[],[],
687,Geoffrey Pearson,[],,[],[],
688,"Geoffrey Plantagenet, Count of Anjou",[],,[],[],
689,Geoffrey Pyke,[],,[],[],
690,Geoffrey Rhodes Bromet,[],,[],[],
691,Geoffrey Robertson,[],,[],[],
692,Geoffrey Rush,[1988],1988.0,[],[],
693,Geoffrey Warnock,[],,[],[],
694,"Geoffrey de Geneville, 1st Baron Geneville",[],,[],[],
695,Geoffrey of Briel,[],,[],[],
696,Geoffry Northcote,[],,[],[],
697,Geordie Hormel,[],,[],[],
698,"Georg, Duke of Saxe-Altenburg",[],,[],[],
699,"Georg Albrecht, Margrave of Brandenburg-Bayreuth-Kulmbach",[],,[],[],
700,"Georg Alexander, Duke of Mecklenburg",[],,[],[],
701,"Georg Donatus, Hereditary Grand Duke of Hesse",[],,[],[],
702,Georg Ehrlich,[],,[],[],
703,"Georg Friedrich, Prince of Prussia",[2011],2011.0,[],[],
704,Georg Stanford Brown,[],,[],[],
705,Georg von Habsburg,[],,[],[],
706,Georg von Trapp,"[1911, 1927]",1911.0,[],[],
707,Georgann Johnson,[],,[],[],
708,"George, Duke of Brunswick-Lüneburg",[],,[],[],
709,"George, Duke of Mecklenburg",[],,[],[],
710,"George, Grand Duke of Mecklenburg-Strelitz",[],,[],[],
711,"George, King of Saxony",[],,[],[],
712,"George, Margrave of Brandenburg-Ansbach",[],,[],[],
713,George Abela,[],,[],[],
714,George Adamson,[],,[],[],
715,George Aguilar,[],,[],[],
716,"George Albert, Prince of East Frisia",[],,[],[],
717,George Alexis Weymouth,[],,[],[],
718,George Anthony Legh Keck,[],,[],[],
719,George Arundale,[],,[],[],
720,George Atkinson (convict),[],,[],[],
721,George B. Selden,[],,[],[],
722,George Bailey (It's a Wonderful Life),[],,[],[],
723,George Baker (actor),[],,[],[],
724,George Balanchine,[],,[],[],
725,George Barnes (cinematographer),[],,[],[],
726,George Beban,[],,[],[],
727,George Bernard Shaw,[],,[],[],
728,George Blumenthal (banker),"[1898, 1935]",1898.0,[],[],
729,"George Boleyn, 2nd Viscount Rochford",[],,[],[],
730,George Bonham,[],,[],[],
731,George Bowen,[],,[],[],
732,George Brent,[],,[],[],
733,"George Brooke, 9th Baron Cobham",[],,[],[],
734,George Bryan (businessman),[],,[],[],
735,George Buchanan (engineer born 1790),[],,[],[],
736,George Bures Miller,[],,[],[],
737,George Burns,"[1917, 1926]",1917.0,[1921],[4],4.0
738,George Buxton,[],,[],[],
739,"George Byron, 9th Baron Byron",[],,[],[],
740,George C. Scott,[],,[],[],
741,George C. Sibley,[],,[],[],
742,George Calvert (planter),[],,[],[],
743,"George Campbell, 8th Duke of Argyll","[1844, 1881, 1895]",1844.0,[],[],
744,George Canning,[1800],1800.0,[],[],
745,George Carleton (died 1590),[],,[],[],
746,George Carmack,[],,[],[],
747,"George Charles Hayter Chubb, 3rd Baron Hayter",[],,[],[],
748,"George Child Villiers, 5th Earl of Jersey",[],,[],[],
749,"George Christian, Prince of East Frisia",[],,[],[],
750,"George Chubb, 1st Baron Hayter",[],,[],[],
751,George Cleveland,[],,[],[],
752,George Clooney,"[1989, 2014]",1989.0,[1993],[4],4.0
753,George Cram Cook,[],,[],[],
754,George Creel,[],,[],[],
755,"George Curzon, 1st Marquess Curzon of Kedleston",[],,[],[],
756,George Dempster of Dunnichen,[],,[],[],
757,George Deukmejian,[],,[],[],
758,George Devine,[],,[],[],
759,George Dolenz,[1943],1943.0,[],[],
760,"George Douglas, 1st Earl of Angus",[],,[],[],
761,George Dunton Widener,[],,[],[],
762,George Durrant,[],,[],[],
763,George Eckstein,[],,[],[],
764,George Edgar Slusser,[1965],1965.0,[],[],
765,George Emil Palade,[],,[],[],
766,George Englund,[],,[],[],
767,George Fawcett,[],,[],[],
768,George Finch-Hatton (MP for Rochester),[],,[],[],
769,George Fitzmaurice,[],,[],[],
770,George Fox,[],,[],[],
771,"George Frederick, Margrave of Brandenburg-Ansbach",[],,[],[],
772,"George Frederick, Prince of Nassau-Siegen",[],,[],[],
773,"George Frederick Charles, Margrave of Brandenburg-Bayreuth",[],,[],[],
774,George Frederick Dick,[],,[],[],
775,George Gascón,[],,[],[],
776,George Gaynes,[1953],1953.0,[],[],
777,George Georgiou,[],,[],[],
778,George Goodman,[],,[],[],
779,"George Gordon, 1st Earl of Aberdeen",[],,[],[],
780,"George Gordon, 2nd Earl of Huntly",[],,[],[],
781,"George Gordon, 4th Earl of Huntly",[],,[],[],
782,George Grey,[],,[],[],
783,George Grierson (printer),[],,[],[],
784,"George Grossmith, Jr.",[],,[],[],
785,George Gund III,[],,[],[],
786,George H. Hume,[],,[],[],
787,George H. W. Bush,[1945],1945.0,[],[],
788,George Hamilton (actor),[1972],1972.0,[1975],[3],3.0
789,George Hearn,[],,[],[],
790,George Hearst,[1862],1862.0,[],[],
791,"George I, Duke of Pomerania",[],,[],[],
792,"George I, Landgrave of Hesse-Darmstadt",[],,[],[],
793,"George I, Prince of Waldeck and Pyrmont",[],,[],[],
794,"George II, Landgrave of Hesse-Darmstadt",[],,[],[],
795,"George II, Prince of Waldeck and Pyrmont",[],,[],[],
796,"George III, Landgrave of Hesse-Itter",[],,[],[],
797,"George III, Landgrave of Leuchtenberg",[],,[],[],
798,George III of Georgia,[],,[],[],
799,George III of the United Kingdom,[1761],1761.0,[],[],
800,George II of Great Britain,[],,[],[],
801,George II of Greece,[],,[],[],
802,George II of Imereti,[],,[],[],
803,George IV of the United Kingdom,[],,[],[],
804,George I of Georgia,[],,[],[],
805,George I of Great Britain,[],,[],[],
806,George I of Greece,[],,[],[],
807,George I of Württemberg-Mömpelgard,[],,[],[],
808,"George Jacobs (educator, vegan)",[1989],1989.0,[],[],
809,George James Coates,[],,[],[],
810,George Jay Gould I,[],,[],[],
811,George Jefferson,[],,[],[],
812,George Jessel (actor),"[1923, 1934, 1940]",1923.0,"[1932, 1939, 1942]","[9, 5, 2]",5.333333333333333
813,George Jetson,[],,[],[],
814,George Jivajirao Scindia,[],,[],[],
815,George Jonas,[],,[],[],
816,George Lakoff,[],,[],[],
817,George Lam,[],,[],[],
818,George Larkin,[],,[],[],
819,"George Lascelles, 7th Earl of Harewood",[1949],1949.0,[1967],[18],18.0
820,George Lazenby,[],,[],[],
821,"George Leveson-Gower, 1st Duke of Sutherland",[],,[],[],
822,George Lincoln Rockwell,[],,[],[],
823,George Loane Tucker,[],,[],[],
824,George Lucas,"[1969, 2013]",1969.0,[1983],[14],14.0
825,George M. Church,[],,[],[],
826,George M. Dallas,[],,[],[],
827,George MacFarlane,[],,[],[],
828,George Maciunas,[],,[],[],
829,"George Mackenzie, 3rd Earl of Cromartie",[],,[],[],
830,"George Manners, 11th Baron de Ros",[],,[],[],
831,George Marcus,[],,[],[],
832,George Matthew Snelson,[],,[],[],
833,"George Maximilianovich, 6th Duke of Leuchtenberg","[1879, 1889]",1879.0,[1906],[27],27.0
834,George Maxwell Richards,[],,[],[],
835,George McGovern,[1943],1943.0,[],[],
836,George Melford,[],,[],[],
837,George Mihăiță,[],,[],[],
838,George Miller (director),"[1985, 1995]",1985.0,[1992],[7],7.0
839,George Mitchell (actor),[],,[],[],
840,George Mole,[],,[],[],
841,George Montgomery (actor),[],,[],[],
842,George Morrison (artist),[],,[],[],
843,George Murcell,"[1953, 1960]",1953.0,[],[],
844,"George Nevill, 14th Baron Bergavenny",[],,[],[],
845,George Newbern,[1990],1990.0,[],[],
846,George Nigh,[],,[],[],
847,George O'Brien (actor),[1933],1933.0,[],[],
848,George O'Hanlon,"[1932, 1949, 1953]",1932.0,"[1948, 1952]","[16, 3]",9.5
849,George O'Malley,[],,[],[],
850,George Ormerod,[],,[],[],
851,George Orwell,[],,[],[],
852,George Osborne,[1998],1998.0,[],[],
853,George Osmond,[1944],1944.0,[],[],
854,George P. Putnam,[],,[],[],
855,George P. Shultz,"[1946, 1997]",1946.0,[],[],
856,George Pataki,[],,[],[],
857,George Peppard,"[1954, 1966, 1975, 1984, 1992]",1954.0,[],[],
858,George Pisi,[],,[],[],
859,"George Plantagenet, 1st Duke of Clarence",[],,[],[],
860,George Pravda,[],,[],[],
861,George R. Gardiner,[],,[],[],
862,"George Ramsay, 9th Earl of Dalhousie",[],,[],[],
863,George Raymond Jr.,[],,[],[],
864,George Regas,[],,[],[],
865,George Robotham,[],,[],[],
866,George Roden,[],,[],[],
867,George Roper (character),[],,[],[],
868,George Roy Hill,[],,[],[],
869,George Runner,[1973],1973.0,[],[],
870,George Ryan,[],,[],[],
871,George S. Irving,[],,[],[],
872,"George Sackville-West, 5th Earl De La Warr",[],,[],[],
873,George Sand,[],,[],[],
874,George Sanders,"[1940, 1949, 1970]",1940.0,"[1949, 1954]","[9, 5]",7.0
875,George Schlatter,[],,[],[],
876,George Schnéevoigt,[],,[],[],
877,George Segal,"[1956, 1983, 1996]",1956.0,[1983],[27],27.0
878,George Sidney,[],,[],[],
879,George Soros,"[1960, 1983, 2013]",1960.0,"[1983, 2005]","[23, 22]",22.5
880,"George Spencer, 2nd Earl Spencer",[],,[],[],
881,"George Spencer-Churchill, 8th Duke of Marlborough",[],,[],[],
882,George Stephanopoulos,[],,[],[],
883,George Steptoe Washington,[],,[],[],
884,George Stevens,[],,[],[],
885,"George Sutherland-Leveson-Gower, 5th Duke of Sutherland",[],,[],[],
886,George Swinburne,[1890],1890.0,[],[],
887,George Tabori,[],,[],[],
888,"George Talbot, 4th Earl of Shrewsbury",[],,[],[],
889,"George Talbot, 6th Earl of Shrewsbury",[],,[],[],
890,George Tomasini,[],,[],[],
891,George Toogood Smith,[],,[],[],
892,George V,[],,[],[],
893,George VI,[1923],1923.0,[],[],
894,George VII of Imereti,[],,[],[],
895,George V of Hanover,[],,[],[],
896,George Vasiliou,[],,[],[],
897,"George Victor, Prince of Waldeck and Pyrmont",[],,[],[],
898,"George Villiers, 1st Duke of Buckingham",[],,[],[],
899,George W. Atkinson,[],,[],[],
900,George W. Brown,[],,[],[],
901,George W. Bush,[1977],1977.0,[],[],
902,George W. Collins,[1958],1958.0,[],[],
903,"George W. Crockett, Jr.",[],,[],[],
904,George W. Romney,[],,[],[],
905,George Wald,[1958],1958.0,[],[],
906,George Wallace,[],,[],[],
907,George Washington,[1759],1759.0,[],[],
908,George Washington Parke Custis,[],,[],[],
909,George Washington Vanderbilt II,[1898],1898.0,[],[],
910,"George Weidenfeld, Baron Weidenfeld",[],,[],[],
911,George Whitelock,[],,[],[],
912,George Will,[1992],1992.0,[],[],
913,"George William, Duke of Brunswick-Lüneburg",[],,[],[],
914,"George William, Elector of Brandenburg",[],,[],[],
915,"George William, Margrave of Brandenburg-Bayreuth",[],,[],[],
916,"George William, Prince of Schaumburg-Lippe",[],,[],[],
917,"George Windsor, Earl of St Andrews",[1988],1988.0,[],[],
918,George XII of Georgia,[],,[],[],
919,George Young (actor),[],,[],[],
920,George de Cuevas,[],,[],[],
921,George of Poděbrady,[],,[],[],
922,Georges Clemenceau,[],,[],[],
923,Georges Danton,"[1787, 1793]",1787.0,[],[],
924,Georges Méliès,[],,[],[],
925,Georges Pompidou,[],,[],[],
926,Georges Rivière,[],,[],[],
927,Georges V. Matchabelli,[],,[],[],
928,Georges Vanier,[],,[],[],
929,Georges de Caunes,[],,[],[],
930,Georgi Parvanov,[],,[],[],
931,Georgia B. Ridder,[],,[],[],
932,Georgia Björnsson,[],,[],[],
933,Georgia Brown (English singer),[],,[],[],
934,Georgia Frontiere,"[1946, 1949, 1955, 1958, 1966, 1980]",1946.0,"[1955, 1958, 1958, 1988]","[9, 9, 3, 30]",12.75
935,Georgia Moffett,[2011],2011.0,[],[],
936,Georgia Slowe,[],,[],[],
937,Georgia Stitt,[],,[],[],
938,"Georgiana Cavendish, Duchess of Devonshire",[],,[],[],
939,Georgiana Drew,[],,[],[],
940,Georgiana Harcourt,[],,[],[],
941,"Georgiana Howard, Countess of Carlisle",[],,[],[],
942,"Georgiana Rolls, Baroness Llangattock",[],,[],[],
943,"Georgiana Spencer, Countess Spencer",[],,[],[],
944,Georgianne Walken,[1969],1969.0,[],[],
945,Georgina Cates,[],,[],[],
946,Georgina Chapman,[],,[],[],
947,Georgina Haig,[2014],2014.0,[],[],
948,Georgina Hale,[],,[],[],
949,Georgina Reilly,[],,[],[],
950,Georgina de Albuquerque,[],,[],[],
951,Georgine Darcy,[],,[],[],
952,Georgios Papandreou,[],,[],[],
953,Georgiy Daneliya,[],,[],[],
954,Georgiy Gongadze,[],,[],[],
955,Georgy Pyatakov,[],,[],[],
956,Gerald Anthony,[],,[],[],
957,Gerald D. Hines,[],,[],[],
958,Gerald David Lascelles,[],,[],[],
959,Gerald Durrell,[],,[],[],
960,"Gerald FitzGerald, 9th Earl of Kildare",[],,[],[],
961,Gerald Ford,[1948],1948.0,[],[],
962,"Gerald Gardiner, Baron Gardiner",[],,[],[],
963,Gerald Garson,[],,[],[],
964,"Gerald Grosvenor, 6th Duke of Westminster",[],,[],[],
965,Gerald Keddy,[],,[],[],
966,"Gerald Legge, 9th Earl of Dartmouth",[1948],1948.0,[1976],[28],28.0
967,Gerald Ronson,[],,[],[],
968,Gerald Rudolff Ford,[],,[],[],
969,Gerald S. O'Loughlin,[],,[],[],
970,Gerald Scarfe,[],,[],[],
971,Gerald Schatten,[],,[],[],
972,Gerald W. Abrams,[],,[],[],
973,"Gerald Wellesley, 7th Duke of Wellington",[],,[],[],
974,Geraldine Brooks (actress),[],,[],[],
975,Geraldine Brooks (writer),[],,[],[],
976,Geraldine Ferraro,[],,[],[],
977,Geraldine Finlayson,[],,[],[],
978,Geraldine McEwan,[],,[],[],
979,Geraldine O'Rawe,[],,[],[],
980,Geraldine Page,[],,[],[],
981,Geraldine Rockefeller Dodge,[],,[],[],
982,Geraldine Taylor,[],,[],[],
983,Geraldine of Albania,[1938],1938.0,[],[],
984,Geraldo Rivera,"[1965, 1971, 1976, 1987, 2003]",1965.0,[],[],
985,Gerard Henderson,[],,[],[],
986,Gerard W. Ford,[],,[],[],
987,Gerard Way,[2007],2007.0,[],[],
988,Gerardo Machado,[],,[],[],
989,Gerardo Zamora,[],,[],[],
990,Gerasimos Arsenis,[],,[],[],
991,"Gerberga, Countess of Provence",[],,[],[],
992,Gerberga of Burgundy,[],,[],[],
993,Gerberga of Lower Lorraine,[],,[],[],
994,Gerberga of Saxony,[],,[],[],
995,Gerd Gigerenzer,[],,[],[],
996,Gerd Larsen,[],,[],[],
997,Gerda Christian,[],,[],[],
998,Gerda Lerner,[],,[],[],
999,Gerda Müller,[],,[],[],
1000,Gerda Ring,[],,[],[],
1001,Gerda Wegener,[],,[],[],
1002,Gerdi Verbeet,[],,[],[],
1003,"Gerhard II, Count of Holstein-Plön",[],,[],[],
1004,Gerhard Schröder,[],,[],[],
1005,"Gerhard VI, Count of Holstein-Rendsburg",[],,[],[],
1006,"Gerhard VI, Count of Oldenburg",[],,[],[],
1007,"Gerhard VII, Count of Holstein-Rendsburg",[],,[],[],
1008,"Gerhard VII, Duke of Jülich-Berg",[],,[],[],
1009,"Gerhard VI of Jülich, Count of Berg and Ravensberg",[],,[],[],
1010,Gerhart Eisler,[],,[],[],
1011,Geri Halliwell,[2015],2015.0,[],[],
1012,Geri McGee,[],,[],[],
1013,Gerloc,[],,[],[],
1014,Germaine Guèvremont,[],,[],[],
1015,Germaine of Foix,[],,[],[],
1016,Germanicus,[],,[],[],
1017,Germán Riesco,[],,[],[],
1018,Gerolama Orsini,[],,[],[],
1019,Gerrit Kleerekoper,[],,[],[],
1020,Gerrit Rietveld,[],,[],[],
1021,Gerry Anderson,"[1952, 1960, 1981]",1952.0,"[1960, 1980]","[8, 20]",14.0
1022,Gerry Harvey,[],,[],[],
1023,Gerry Rogers,[],,[],[],
1024,Gerry Ryan,[],,[],[],
1025,Gerry Schwartz,[],,[],[],
1026,Gerry Scott,"[1967, 2006]",1967.0,[],[],
1027,Gertan Klauber,[],,[],[],
1028,Gerti Deutsch,[],,[],[],
1029,Gertrud Arndt,[1927],1927.0,[],[],
1030,Gertrud Bodenwieser,[],,[],[],
1031,Gertrud Dahlgren,[],,[],[],
1032,Gertrud Scholtz-Klink,[],,[],[],
1033,Gertruda Komorowska,[],,[],[],
1034,Gertrude Bambrick,[],,[],[],
1035,Gertrude Bustill Mossell,[],,[],[],
1036,Gertrude Comfort Morrow,[],,[],[],
1037,Gertrude Hermes,[],,[],[],
1038,Gertrude Himmelfarb,[],,[],[],
1039,Gertrude Hoffmann (actress),[],,[],[],
1040,Gertrude Maseko,[2014],2014.0,[],[],
1041,Gertrude Maud Robinson,[],,[],[],
1042,Gertrude Messinger,[],,[],[],
1043,Gertrude Olmstead,[1926],1926.0,[],[],
1044,Gertrude Quastler,[],,[],[],
1045,Gertrude Short,[],,[],[],
1046,Gertrude T. Widener,[],,[],[],
1047,Gertrude Thanhouser,[],,[],[],
1048,Gertrude Vanderbilt Whitney,[1896],1896.0,[],[],
1049,Gertrude Walton Donahey,[],,[],[],
1050,"Gertrude of Babenberg, Duchess of Bohemia",[],,[],[],
1051,Gertrude of Bavaria,[],,[],[],
1052,Gertrude of Brunswick,[],,[],[],
1053,Gertrude of Comburg,[],,[],[],
1054,"Gertrude of Flanders, Duchess of Lorraine",[],,[],[],
1055,Gertrude of Hohenburg,[],,[],[],
1056,Gertrude of Merania,[],,[],[],
1057,Gertrude of Poland,[],,[],[],
1058,Gertrude of Saxony,[],,[],[],
1059,Gertrude of Sulzbach,[],,[],[],
1060,Gertrude of Süpplingenburg,[],,[],[],
1061,Gerty Cori,[1920],1920.0,[],[],
1062,"Gervais, Count of Rethel",[],,[],[],
1063,Gerónima Montealegre,[],,[],[],
1064,Gesine Bullock-Prado,[1999],1999.0,[],[],
1065,Gesine Schwan,[],,[],[],
1066,Getúlio Vargas,[1911],1911.0,[],[],
1067,Gevherhan Sultan (daughter of Ahmed I),[],,[],[],
1068,Gevherhan Sultan (daughter of Selim II),[],,[],[],
1069,Gevheri Kadınefendi,[],,[],[],
1070,Ghanima Atreides,[],,[],[],
1071,Ghaseti Begum,[],,[],[],
1072,Ghassan Tueni,[],,[],[],
1073,Ghazi of Iraq,[],,[],[],
1074,Ghislaine Dommanget,[],,[],[],
1075,Gholam-Hossein Elham,[],,[],[],
1076,Ghulam Haider Wyne,[],,[],[],
1077,Ghulam Hussain Hidayatullah,[1940],1940.0,[],[],
1078,Ghulam Mustafa Khar,[],,[],[],
1079,Ghulam Nabi Azad,[],,[],[],
1080,Gia Carides,[],,[],[],
1081,Gia Long,[],,[],[],
1082,Gia Maione,[],,[],[],
1083,Gia Milinovich,[2003],2003.0,[],[],
1084,Gia Paloma,[],,[],[],
1085,Giacomo Boncompagni,[],,[],[],
1086,Giada Colagrande,[2005],2005.0,[],[],
1087,Gian Galeazzo Sforza,[],,[],[],
1088,Gian Galeazzo Visconti,[],,[],[],
1089,"Gian Gastone de' Medici, Grand Duke of Tuscany",[],,[],[],
1090,Gianella Neyra,[],,[],[],
1091,Giangiacomo Feltrinelli,"[1947, 1956, 1960, 1969]",1947.0,[],[],
1092,Gianluca Crisafi,[],,[],[],
1093,Gianni Agnelli,[],,[],[],
1094,Gideon Peleioholani Laanui,[],,[],[],
1095,Giff Johnson,[],,[],[],
1096,Gig Young,"[1940, 1950, 1956, 1963, 1978]",1940.0,"[1947, 1963, 1966]","[7, 13, 10]",10.0
1097,Gigi Rice,[],,[],[],
1098,Gil Bellows,[],,[],[],
1099,Gil Gerard,[],,[],[],
1100,Gil Reavill,[],,[],[],
1101,Gila Almagor,[],,[],[],
1102,"Gilbert, Count of Montpensier",[],,[],[],
1103,"Gilbert, Duke of Lorraine",[],,[],[],
1104,Gilbert Morgan Smith,[],,[],[],
1105,Gilbert Moses,[],,[],[],
1106,Gilbert Parent,[],,[],[],
1107,Gilbert Roland,[],,[],[],
1108,Gilbert Teodoro,[1992],1992.0,[],[],
1109,"Gilbert de Clare, 5th Earl of Gloucester",[],,[],[],
1110,Gilda Radner,"[1980, 1984]",1980.0,[1982],[2],2.0
1111,Giles Corey,[],,[],[],
1112,Gill Dennis,[],,[],[],
1113,Gillian Anderson,"[1994, 2004]",1994.0,[],[],
1114,Gillian Baverstock,[],,[],[],
1115,Gillian Blake,[],,[],[],
1116,Gillian Lynne,[],,[],[],
1117,Gillian Raine,[],,[],[],
1118,Gillian Sankoff,"[1981, 1993]",1981.0,[],[],
1119,Gilukhipa,[],,[],[],
1120,Gina Athans,[2004],2004.0,[],[],
1121,Gina Neff,[],,[],[],
1122,Gina Prince-Bythewood,[],,[],[],
1123,Gina Torres,[2002],2002.0,[],[],
1124,Gina de Venecia,[],,[],[],
1125,Ginette Garcin,[],,[],[],
1126,Ginette Spanier,[],,[],[],
1127,Ginger Gilmour,[],,[],[],
1128,Ginger Rogers,"[1929, 1934, 1943, 1953, 1961]",1929.0,"[1931, 1940, 1949, 1957, 1969]","[2, 6, 6, 4, 8]",5.2
1129,Ginger Zee,[2014],2014.0,[],[],
1130,Ginny Coppola,[],,[],[],
1131,Ginny McSwain,[],,[],[],
1132,Gioffre Borgia,[],,[],[],
1133,Giovanna of Italy,[],,[],[],
1134,Giovanni Amendola,[1906],1906.0,[],[],
1135,Giovanni Battista Belzoni,[],,[],[],
1136,Jerry Seinfeld,[1999],1999.0,[],[],
1137,Jerry Sheindlin,[1977],1977.0,[1990],[13],13.0
1138,Jerry Speyer,"[1964, 1991]",1964.0,[1987],[23],23.0
1139,Jerry Stiller,[1954],1954.0,[],[],
1140,Jerry Warren,[],,[],[],
1141,Jerry Weintraub,[1965],1965.0,[],[],
1142,Jerry Weller,[],,[],[],
1143,Jerry Zucker (businessman),[],,[],[],
1144,Jerzy Aleksander Lubomirski,[],,[],[],
1145,Jerzy Antczak,[],,[],[],
1146,Jerzy Dominik Lubomirski,[],,[],[],
1147,Jerzy Duszyński,[],,[],[],
1148,Jerzy Ignacy Lubomirski,[],,[],[],
1149,Jerzy Jurandot,[],,[],[],
1150,Jerzy Jurka,[],,[],[],
1151,Jerzy Konstanty Czartoryski,[],,[],[],
1152,Jerzy Kosiński,[],,[],[],
1153,Jerzy Radziwiłł,[],,[],[],
1154,Jerzy Sebastian Lubomirski,[],,[],[],
1155,Jerzy Skolimowski,[],,[],[],
1156,Jerzy Strzelczyk,[],,[],[],
1157,Jes Macallan,[2012],2012.0,[],[],
1158,Jeshm Afet Hanimefendi,[],,[],[],
1159,Jess Barker,[],,[],[],
1160,Jess Walton,[],,[],[],
1161,Jesse Birdsall,[2000],2000.0,[],[],
1162,Jesse Dylan,[],,[],[],
1163,Jesse H. Jones,[],,[],[],
1164,Jesse Itzler,[],,[],[],
1165,"Jesse Jackson, Jr.",[],,[],[],
1166,Jesse James,[],,[],[],
1167,Jesse James (customizer),"[1991, 2002, 2005, 2013]",1991.0,[],[],
1168,"Jesse L. Lasky, Jr.",[],,[],[],
1169,Jesse Norman,[],,[],[],
1170,Jesse Randhawa,[],,[],[],
1171,Jesse Robredo,[1987],1987.0,[],[],
1172,Jesse Tafero,[],,[],[],
1173,Jessica-Jane Clement,[],,[],[],
1174,Jessica Biel,[2012],2012.0,[],[],
1175,Jessica Chobot,[2012],2012.0,[],[],
